time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-10 00:00:00+00:00,5,5,0,0
2026-06-11 00:00:00+00:00,21,8,0,0
2026-06-12 00:00:00+00:00,34,14,0,0
2026-06-13 00:00:00+00:00,19,6,0,0
2026-06-14 00:00:00+00:00,37,10,0,0
2026-06-15 00:00:00+00:00,35,11,1,1
2026-06-16 00:00:00+00:00,15,5,0,0
2026-06-17 00:00:00+00:00,28,9,0,0
2026-06-18 00:00:00+00:00,34,9,0,0
2026-06-19 00:00:00+00:00,66,18,1,1
2026-06-20 00:00:00+00:00,44,10,0,0
2026-06-21 00:00:00+00:00,28,10,0,0
2026-06-22 00:00:00+00:00,44,12,1,1
2026-06-23 00:00:00+00:00,51,13,0,0
